0.2868533,-2.3224628,-0.1359986,-0.31768513,0.2342137,-1.3396745,0.32682854,-2.1148763,-0.15564185,0.4263997,-0.21690059,0.56326354,1.6601866,-2.1974232,-0.1393162,-0.6534575,-0.11982198,0.6155529,-2.0096002,0.01414495
0.13406235,-0.7987786,-0.17007959,-0.26555395,0.7193581,-2.6330602,1.033689,-1.3527448,-0.67393595,0.32114294,0.6776879,0.117438674,1.1850492,-2.2031035,1.6859359,-1.6437559,0.1979372,-0.073453784,-1.5258323,0.5919196
-0.16717537,-1.5671641,-0.15968132,-0.2052232,-0.009490609,-0.4848416,1.4448619,-1.8049645,0.010271847,0.20937407,-0.14987794,0.1436615,1.9666845,-2.77275,0.7693734,-1.2703121,0.018279683,0.5952673,-1.1271757,0.21120304
0.0046115816,-1.3287386,-0.46094036,0.019382596,0.4689284,-1.5776993,0.73406994,-2.1037343,0.08617914,0.094829455,0.70387375,0.2761289,1.5278567,-1.8429276,1.3672643,-1.8195139,-0.53247106,0.44398588,-1.5509213,0.082857065
-0.35562417,-1.9930742,0.0041462183,-0.1843679,1.0782762,-2.4398017,-0.18932664,-1.8387933,0.11162436,0.15093356,0.019705862,0.4257263,1.1369675,-1.5765954,1.0792766,-0.71977305,-0.34607944,-0.028188288,-2.3202305,-0.009917147
-0.35365713,-1.2565914,0.10272753,-0.22588193,1.2344491,-2.621084,-0.10222107,-1.4537431,0.33171767,-0.40111512,-0.052847624,0.27786052,1.965511,-1.8753937,0.3567274,-0.834973,-0.16580446,0.87309843,-2.058052,0.17990953
0.2485129,-0.8335944,0.2984618,-0.12713695,0.4687795,-1.7812115,0.33012998,-1.4932685,0.08353293,0.1805258,-0.10252598,0.4124632,2.9493823,-2.019475,1.0170865,-1.5069295,-0.5395169,0.18047479,-1.8498117,-0.5280836
0.30647868,-1.0871866,-0.6330614,-0.29801524,-0.16489065,-0.8675388,0.6968024,-3.1459322,0.40914077,-0.13242318,-0.6226934,0.37874532,2.3138614,-1.6644424,0.28839278,-0.99429584,0.29531482,0.44454598,-1.7436463,0.1768089
-0.36300176,-1.3862063,-0.22321105,0.44189638,0.012684882,-1.7815864,0.39996767,-2.4287708,0.90788954,-0.4079582,-0.15884009,0.16534877,2.6512947,-1.6585263,0.4737953,-0.92612195,-0.26157913,0.5963963,-0.9472971,-0.016520627
-0.020085871,-2.5137503,-0.057569623,-0.10810125,0.43951172,-2.0727828,0.028156191,-1.9069549,0.0011310577,0.036044285,-0.5323731,0.22235012,2.1148634,-1.7369844,0.062236518,-0.8405924,0.011933904,-0.44756663,-1.639568,-0.6734783
0.3620574,-1.7182602,-0.3140701,-0.041289806,-0.007689059,-2.5633562,-0.20182171,-0.7388481,0.0843578,0.38038653,0.17931458,-0.38118505,1.3885788,-2.4130113,1.3015221,-1.1017047,0.11492011,0.27632725,-2.038144,0.27649456
0.44790494,-2.523737,-0.68828416,0.004946351,-0.3701223,-1.8222281,-0.8153409,-1.5105901,0.50645083,0.23727468,-0.090948075,0.21222138,1.4395763,-2.2015738,0.2501476,-0.55465806,-0.12499793,0.3154046,-2.3889155,0.30221248
