0.23574,3655.2,4524.3,9.3406,26.821,41.979,2694.0,75.937,120.4,0.34677,79.938,49.004,2622.7,25.465,51.375,3091.0,23.284,65.62,227.8,340.15,94.718,77.165,32.216,8.9531,26.777,6.893,18.809,1.6814,33.149,13.864,24.033,1.0934,18.557,2.2718,4.8882,2.3336000e+00,0.0080776,0.8398,0.10109,54.116,43.596,63.239,54.087,2.3393000e+01,5.9872000e+01,21.896,4.1292000e+01,3.5168000e+01,4.9715000e+01,46.387,42.033,17.371,18
0.23577,3689.3,4547.4,9.2737,26.877,41.947,2695.7,75.699,120.36,0.34607,80.319,48.677,2624.6,25.036,49.746,3093.3,23.065,65.633,224.6,339.94,94.529,77.909,32.216,8.9531,26.777,6.893,18.809,1.6814,33.149,13.864,24.033,1.0934,18.557,2.2718,4.8882,2.3336000e+00,0.0080776,0.8398,0.10109,54.116,43.596,62.652,53.811,2.3390000e+01,6.2106000e+01,21.863,4.1377000e+01,3.4205000e+01,4.5945000e+01,46.515,40.347,17.818,18
0.24545,3687.5,4498.3,9.2349,26.878,42.258,2697.2,75.868,120.42,0.34306,80.45,50.051,2625.1,25.658,51.081,3096.9,23.013,65.685,225.56,339.66,94.769,77.216,32.109,9.0215,26.195,6.9916,19.111,1.6123,33.297,13.988,23.802,1.329,18.392,2.2674,4.859,2.3820000e+00,0.0080776,0.8398,0.10109,54.116,43.596,62.858,54.03,2.3952000e+01,6.1577000e+01,21.609,4.0276000e+01,3.8251000e+01,4.9036000e+01,46.263,42.39,17.97,18
0.24441,3695.0,4491.9,9.3236,26.996,42.497,2693.5,74.277,120.35,0.34048,80.217,49.546,2620.8,26.491,51.69,3096.0,22.754,65.723,225.92,338.82,94.681,77.126,32.109,9.0215,26.195,6.9916,19.111,1.6123,33.297,13.988,23.802,1.329,18.392,2.2674,4.859,2.3820000e+00,0.0080776,0.8398,0.10109,54.116,43.596,62.729,54.106,2.4054000e+01,6.1835000e+01,21.093,4.0591000e+01,3.6765000e+01,5.0446000e+01,46.068,40.079,18.603,18
0.25224,3669.0,4497.7,9.2343,26.927,42.828,2693.7,75.464,120.39,0.35272,80.164,50.819,2622.1,26.041,50.042,3093.9,23.592,65.635,222.94,339.02,94.8,77.464,32.172,8.8328,25.83,6.8344,19.079,1.623,32.743,13.843,23.933,1.3209,19.209,2.2373,4.9058,2.3841000e+00,0.0080776,0.8398,0.10109,54.116,43.596,62.254,53.266,2.5359000e+01,6.0848000e+01,21.414,4.2570000e+01,4.0510000e+01,4.6632000e+01,46.174,42.426,16.605,18
0.25581,3664.1,4512.3,9.3419,26.973,42.188,2695.2,74.589,120.38,0.35334,80.321,50.684,2623.0,25.597,49.544,3095.0,22.63,65.643,223.82,339.34,94.778,77.499,32.172,8.8328,25.83,6.8344,19.079,1.623,32.743,13.843,23.933,1.3209,19.209,2.2373,4.9058,2.3841000e+00,0.022567,0.82722,0.11256,54.203,44.394,62.339,53.091,2.5008000e+01,5.9473000e+01,21.324,4.2494000e+01,4.0113000e+01,4.5480000e+01,46.37,39.751,18.879,18
0.24723,3692.0,4486.7,9.3829,26.521,42.513,2696.9,75.396,120.43,0.33708,80.335,50.75,2625.1,25.389,50.9,3095.6,23.051,65.657,226.48,340.04,94.658,77.419,32.075,9.0478,25.808,7.0373,19.117,1.6829,32.648,14.064,23.776,1.2767,19.015,2.267,4.8327,2.3088000e+00,0.022567,0.82722,0.11256,54.203,44.394,63.209,53.422,2.4754000e+01,6.2308000e+01,21.563,4.0721000e+01,4.0307000e+01,4.8617000e+01,46.161,41.554,17.883,18
0.25034,3710.5,4452.6,9.4061,26.981,42.587,2698.1,73.836,120.41,0.34049,80.438,49.584,2626.0,24.414,48.919,3097.3,23.929,65.68,224.5,339.72,94.561,77.512,32.075,9.0478,25.808,7.0373,19.117,1.6829,32.648,14.064,23.776,1.2767,19.015,2.267,4.8327,2.3088000e+00,0.022567,0.82722,0.11256,54.203,44.394,62.889,53.831,2.4448000e+01,5.9971000e+01,21.733,4.0305000e+01,3.6877000e+01,4.4032000e+01,46.365,40.67,15.784,18
0.26039,3627.5,4454.0,9.3679,26.704,42.259,2698.7,74.758,120.4,0.36358,80.571,50.709,2627.9,22.706,49.366,3096.0,22.213,65.742,225.74,340.13,94.692,77.714,32.376,9.1181,26.656,6.9606,18.936,1.6863,32.898,13.855,23.288,1.1301,18.906,2.3089,4.8018,2.3006000e+00,0.022567,0.82722,0.11256,54.203,44.394,62.487,53.665,2.5445000e+01,6.2576000e+01,21.933,4.3607000e+01,4.0187000e+01,4.5066000e+01,46.278,40.575,19.817,18
0.25933,3604.9,4495.9,9.368,27.277,42.024,2698.3,75.634,120.39,0.36509,80.555,47.571,2626.8,24.045,50.553,3097.2,21.814,65.754,226.06,339.61,94.644,77.569,32.376,9.1181,26.656,6.9606,18.936,1.6863,32.898,13.855,23.288,1.1301,18.906,2.3089,4.8018,2.3006000e+00,0.022567,0.82722,0.11256,54.203,44.394,62.877,53.163,2.5549000e+01,6.3074000e+01,21.797,4.3422000e+01,3.0953000e+01,4.7814000e+01,46.272,41.06,20.76,18
